Entry	Entry name	Gene names	Organism	Length
Q4C5C7	Q4C5C7_CROWT	CwatDRAFT_4562	Crocosphaera watsonii WH 8501	307
Q4BWP1	Q4BWP1_CROWT	CwatDRAFT_0896	Crocosphaera watsonii WH 8501	98
Q4C1G7	Q4C1G7_CROWT	CwatDRAFT_3375	Crocosphaera watsonii WH 8501	78
Q4BY43	Q4BY43_CROWT	CwatDRAFT_1644	Crocosphaera watsonii WH 8501	85
Q4C9W5	Q4C9W5_CROWT	CwatDRAFT_6263	Crocosphaera watsonii WH 8501	244
Q4C6F3	Q4C6F3_CROWT	CwatDRAFT_5045	Crocosphaera watsonii WH 8501	350
Q4BXQ2	Q4BXQ2_CROWT	CwatDRAFT_1060	Crocosphaera watsonii WH 8501	115
Q4BYH3	Q4BYH3_CROWT	CwatDRAFT_1988	Crocosphaera watsonii WH 8501	198
Q4C4M5	Q4C4M5_CROWT	CwatDRAFT_4214	Crocosphaera watsonii WH 8501	223
Q4C5C0	Q4C5C0_CROWT	CwatDRAFT_4566	Crocosphaera watsonii WH 8501	279
Q4CAC1	Q4CAC1_CROWT	prfB CwatDRAFT_6601	Crocosphaera watsonii WH 8501	358
Q4BUD9	Q4BUD9_CROWT	CwatDRAFT_0186	Crocosphaera watsonii WH 8501	206
Q4C7M2	Q4C7M2_CROWT	CwatDRAFT_5698	Crocosphaera watsonii WH 8501	548
Q4C3P7	Q4C3P7_CROWT	CwatDRAFT_3795	Crocosphaera watsonii WH 8501	147
Q4CA82	Q4CA82_CROWT	CwatDRAFT_6584	Crocosphaera watsonii WH 8501	109
Q4BW52	Q4BW52_CROWT	CwatDRAFT_1002	Crocosphaera watsonii WH 8501	472
Q4C252	Q4C252_CROWT	CwatDRAFT_2749	Crocosphaera watsonii WH 8501	197
Q4C7L4	Q4C7L4_CROWT	CwatDRAFT_5692	Crocosphaera watsonii WH 8501	262
Q4C3U3	Q4C3U3_CROWT	CwatDRAFT_3916	Crocosphaera watsonii WH 8501	289
Q4BYQ2	Q4BYQ2_CROWT	CwatDRAFT_2191	Crocosphaera watsonii WH 8501	91
Q4C4V9	Q4C4V9_CROWT	CwatDRAFT_4294	Crocosphaera watsonii WH 8501	373
Q4C790	Q4C790_CROWT	CwatDRAFT_5227	Crocosphaera watsonii WH 8501	396
Q4C1A7	Q4C1A7_CROWT	CwatDRAFT_2803	Crocosphaera watsonii WH 8501	126
Q4C538	Q4C538_CROWT	CwatDRAFT_4343	Crocosphaera watsonii WH 8501	301
Q4BZH3	Q4BZH3_CROWT	CwatDRAFT_2086	Crocosphaera watsonii WH 8501	508
Q4BVA1	Q4BVA1_CROWT	CwatDRAFT_0546	Crocosphaera watsonii WH 8501	296
Q4CB31	Q4CB31_CROWT	CwatDRAFT_6017	Crocosphaera watsonii WH 8501	222
Q4CAE0	Q4CAE0_CROWT	CwatDRAFT_6161	Crocosphaera watsonii WH 8501	396
Q4C619	Q4C619_CROWT	CwatDRAFT_4731	Crocosphaera watsonii WH 8501	247
Q4C626	Q4C626_CROWT	CwatDRAFT_4727	Crocosphaera watsonii WH 8501	296
Q4BZI5	Q4BZI5_CROWT	CwatDRAFT_2284	Crocosphaera watsonii WH 8501	227
Q4C0P0	Q4C0P0_CROWT	CwatDRAFT_2611	Crocosphaera watsonii WH 8501	398
Q4BVY8	Q4BVY8_CROWT	CwatDRAFT_0402	Crocosphaera watsonii WH 8501	177
Q4C083	Q4C083_CROWT	CwatDRAFT_2645	Crocosphaera watsonii WH 8501	137
Q4C079	Q4C079_CROWT	CwatDRAFT_2626	Crocosphaera watsonii WH 8501	168
Q4C909	Q4C909_CROWT	CwatDRAFT_5277	Crocosphaera watsonii WH 8501	279
Q4C2X5	Q4C2X5_CROWT	CwatDRAFT_3831	Crocosphaera watsonii WH 8501	117
Q4C570	Q4C570_CROWT	CwatDRAFT_4327	Crocosphaera watsonii WH 8501	98
Q4C4F1	Q4C4F1_CROWT	CwatDRAFT_4092	Crocosphaera watsonii WH 8501	271
Q4C5Z0	Q4C5Z0_CROWT	CwatDRAFT_4745	Crocosphaera watsonii WH 8501	239
Q4BZW6	Q4BZW6_CROWT	CwatDRAFT_2554	Crocosphaera watsonii WH 8501	139
Q4C8S7	Q4C8S7_CROWT	psb27 CwatDRAFT_5901	Crocosphaera watsonii WH 8501	134
Q4BXW6	Q4BXW6_CROWT	CwatDRAFT_1369	Crocosphaera watsonii WH 8501	433
Q4BWE4	Q4BWE4_CROWT	CwatDRAFT_0863	Crocosphaera watsonii WH 8501	418
Q4C6K8	Q4C6K8_CROWT	proA CwatDRAFT_5093	Crocosphaera watsonii WH 8501	434
Q4C2F2	Q4C2F2_CROWT	CwatDRAFT_3521	Crocosphaera watsonii WH 8501	498
Q4C8B7	Q4C8B7_CROWT	rplT rpl20 CwatDRAFT_5828	Crocosphaera watsonii WH 8501	117
Q4C987	Q4C987_CROWT	CwatDRAFT_6395	Crocosphaera watsonii WH 8501	525
Q4C9T7	Q4C9T7_CROWT	CwatDRAFT_6509	Crocosphaera watsonii WH 8501	243
Q4C7U4	Q4C7U4_CROWT	CwatDRAFT_5735	Crocosphaera watsonii WH 8501	113
Q4BVQ9	Q4BVQ9_CROWT	CwatDRAFT_0906	Crocosphaera watsonii WH 8501	253
Q4BW75	Q4BW75_CROWT	CwatDRAFT_1080	Crocosphaera watsonii WH 8501	149
Q4C7W6	Q4C7W6_CROWT	CwatDRAFT_5515	Crocosphaera watsonii WH 8501	156
Q4C5D5	Q4C5D5_CROWT	CwatDRAFT_4554	Crocosphaera watsonii WH 8501	100
Q4BWT2	Q4BWT2_CROWT	CwatDRAFT_1453	Crocosphaera watsonii WH 8501	47
Q4C0B8	Q4C0B8_CROWT	CwatDRAFT_2934	Crocosphaera watsonii WH 8501	504
Q4C8J7	Q4C8J7_CROWT	CwatDRAFT_5867	Crocosphaera watsonii WH 8501	456
Q4C0Q5	Q4C0Q5_CROWT	CwatDRAFT_2598	Crocosphaera watsonii WH 8501	276
Q4BWS0	Q4BWS0_CROWT	CwatDRAFT_0859	Crocosphaera watsonii WH 8501	122
Q4BV32	Q4BV32_CROWT	CwatDRAFT_0157	Crocosphaera watsonii WH 8501	71
Q4BUS6	Q4BUS6_CROWT	CwatDRAFT_0310	Crocosphaera watsonii WH 8501	462
Q4BU80	Q4BU80_CROWT	CwatDRAFT_0034	Crocosphaera watsonii WH 8501	110
Q4C4P0	Q4C4P0_CROWT	CwatDRAFT_4176	Crocosphaera watsonii WH 8501	421
Q4BYL1	Q4BYL1_CROWT	CwatDRAFT_1663	Crocosphaera watsonii WH 8501	330
Q4BXK5	Q4BXK5_CROWT	CwatDRAFT_1247	Crocosphaera watsonii WH 8501	66
Q4CB17	Q4CB17_CROWT	CwatDRAFT_6023	Crocosphaera watsonii WH 8501	427
Q4C8J8	Q4C8J8_CROWT	CwatDRAFT_5383	Crocosphaera watsonii WH 8501	138
Q4C7X7	Q4C7X7_CROWT	CwatDRAFT_5509	Crocosphaera watsonii WH 8501	781
Q4BW40	Q4BW40_CROWT	CwatDRAFT_0943	Crocosphaera watsonii WH 8501	278
Q4BUS4	Q4BUS4_CROWT	psaE CwatDRAFT_0312	Crocosphaera watsonii WH 8501	71
Q4C6Z6	Q4C6Z6_CROWT	CwatDRAFT_4925	Crocosphaera watsonii WH 8501	248
Q4C821	Q4C821_CROWT	CwatDRAFT_5485	Crocosphaera watsonii WH 8501	200
Q4C0C7	Q4C0C7_CROWT	CwatDRAFT_2427	Crocosphaera watsonii WH 8501	116
Q4C871	Q4C871_CROWT	CwatDRAFT_5802	Crocosphaera watsonii WH 8501	508
Q4CAT0	Q4CAT0_CROWT	CwatDRAFT_6075	Crocosphaera watsonii WH 8501	143
Q4CAK1	Q4CAK1_CROWT	CwatDRAFT_6643	Crocosphaera watsonii WH 8501	257
Q4BYB1	Q4BYB1_CROWT	CwatDRAFT_1546	Crocosphaera watsonii WH 8501	314
Q4CAZ1	Q4CAZ1_CROWT	CwatDRAFT_6039	Crocosphaera watsonii WH 8501	117
Q4BXX8	Q4BXX8_CROWT	CwatDRAFT_1654	Crocosphaera watsonii WH 8501	175
Q4C7C7	Q4C7C7_CROWT	CwatDRAFT_5610	Crocosphaera watsonii WH 8501	417
Q4C5H4	Q4C5H4_CROWT	CwatDRAFT_4531	Crocosphaera watsonii WH 8501	107
Q4C696	Q4C696_CROWT	CwatDRAFT_4681	Crocosphaera watsonii WH 8501	498
Q4C1E0	Q4C1E0_CROWT	clpP CwatDRAFT_2951	Crocosphaera watsonii WH 8501	262
Q4BYD6	Q4BYD6_CROWT	CwatDRAFT_2152	Crocosphaera watsonii WH 8501	187
Q4C474	Q4C474_CROWT	CwatDRAFT_4131	Crocosphaera watsonii WH 8501	213
Q4C0S9	Q4C0S9_CROWT	CwatDRAFT_2682	Crocosphaera watsonii WH 8501	500
Q4C714	Q4C714_CROWT	CwatDRAFT_5172	Crocosphaera watsonii WH 8501	202
Q4BWP2	Q4BWP2_CROWT	CwatDRAFT_0898	Crocosphaera watsonii WH 8501	236
Q4BZI2	Q4BZI2_CROWT	CwatDRAFT_2287	Crocosphaera watsonii WH 8501	128
Q4C9U2	Q4C9U2_CROWT	CwatDRAFT_6278	Crocosphaera watsonii WH 8501	179
Q4C5T2	Q4C5T2_CROWT	CwatDRAFT_4656	Crocosphaera watsonii WH 8501	259
Q4C7C4	Q4C7C4_CROWT	CwatDRAFT_5613	Crocosphaera watsonii WH 8501	246
Q4C4B8	Q4C4B8_CROWT	CwatDRAFT_4015	Crocosphaera watsonii WH 8501	317
Q4BXQ6	Q4BXQ6_CROWT	CwatDRAFT_1069	Crocosphaera watsonii WH 8501	104
Q4C9D5	Q4C9D5_CROWT	CwatDRAFT_6375	Crocosphaera watsonii WH 8501	115
Q4CAF9	Q4CAF9_CROWT	CwatDRAFT_6621	Crocosphaera watsonii WH 8501	366
Q4BYB6	Q4BYB6_CROWT	CwatDRAFT_1807	Crocosphaera watsonii WH 8501	307
Q4C972	Q4C972_CROWT	pebB CwatDRAFT_5247	Crocosphaera watsonii WH 8501	246
Q4C5B4	Q4C5B4_CROWT	CwatDRAFT_4580	Crocosphaera watsonii WH 8501	283
Q4BXK3	Q4BXK3_CROWT	CwatDRAFT_1574	Crocosphaera watsonii WH 8501	236
Q4C1Q6	Q4C1Q6_CROWT	CwatDRAFT_2725	Crocosphaera watsonii WH 8501	252
Q4BVS4	Q4BVS4_CROWT	CwatDRAFT_0742	Crocosphaera watsonii WH 8501	200
Q4CA36	Q4CA36_CROWT	CwatDRAFT_6223	Crocosphaera watsonii WH 8501	388
Q4C6B1	Q4C6B1_CROWT	CwatDRAFT_4671	Crocosphaera watsonii WH 8501	193
Q4BYF1	Q4BYF1_CROWT	CwatDRAFT_1331	Crocosphaera watsonii WH 8501	319
Q4BUK0	Q4BUK0_CROWT	CwatDRAFT_0040	Crocosphaera watsonii WH 8501	148
Q4BZV5	Q4BZV5_CROWT	CwatDRAFT_2570	Crocosphaera watsonii WH 8501	117
Q4CAV1	Q4CAV1_CROWT	CwatDRAFT_6696	Crocosphaera watsonii WH 8501	617
Q4BXI9	Q4BXI9_CROWT	CwatDRAFT_1567	Crocosphaera watsonii WH 8501	508
Q4C7G8	Q4C7G8_CROWT	CwatDRAFT_5662	Crocosphaera watsonii WH 8501	309
Q4BXA3	Q4BXA3_CROWT	def CwatDRAFT_1542	Crocosphaera watsonii WH 8501	173
Q4BYR1	Q4BYR1_CROWT	CwatDRAFT_1906	Crocosphaera watsonii WH 8501	153
Q4C8P9	Q4C8P9_CROWT	CwatDRAFT_5890	Crocosphaera watsonii WH 8501	569
Q4BXT6	Q4BXT6_CROWT	CwatDRAFT_1718	Crocosphaera watsonii WH 8501	91
Q4BXI6	Q4BXI6_CROWT	CwatDRAFT_1875	Crocosphaera watsonii WH 8501	457
Q4C1M3	Q4C1M3_CROWT	CwatDRAFT_3297	Crocosphaera watsonii WH 8501	530
Q4BUK1	Q4BUK1_CROWT	CwatDRAFT_0039	Crocosphaera watsonii WH 8501	206
Q4BZN3	Q4BZN3_CROWT	CwatDRAFT_2165	Crocosphaera watsonii WH 8501	389
Q4C454	Q4C454_CROWT	CwatDRAFT_3717	Crocosphaera watsonii WH 8501	84
Q4C891	Q4C891_CROWT	CwatDRAFT_5449	Crocosphaera watsonii WH 8501	88
Q4C0I8	Q4C0I8_CROWT	CwatDRAFT_1955	Crocosphaera watsonii WH 8501	552
Q4BZ54	Q4BZ54_CROWT	CwatDRAFT_1849	Crocosphaera watsonii WH 8501	164
Q4C4T4	Q4C4T4_CROWT	CwatDRAFT_4275	Crocosphaera watsonii WH 8501	195
Q4C8E6	Q4C8E6_CROWT	CwatDRAFT_5413	Crocosphaera watsonii WH 8501	392
Q4C011	Q4C011_CROWT	CwatDRAFT_2318	Crocosphaera watsonii WH 8501	239
Q4C0V6	Q4C0V6_CROWT	CwatDRAFT_2551	Crocosphaera watsonii WH 8501	956
Q4BZT7	Q4BZT7_CROWT	ackA CwatDRAFT_2250	Crocosphaera watsonii WH 8501	405
Q4C0J3	Q4C0J3_CROWT	CwatDRAFT_1971	Crocosphaera watsonii WH 8501	1412
Q4C5R0	Q4C5R0_CROWT	psbZ CwatDRAFT_4474	Crocosphaera watsonii WH 8501	62
Q4C482	Q4C482_CROWT	CwatDRAFT_4156	Crocosphaera watsonii WH 8501	198
Q4C692	Q4C692_CROWT	CwatDRAFT_4854	Crocosphaera watsonii WH 8501	218
Q4C210	Q4C210_CROWT	CwatDRAFT_2835	Crocosphaera watsonii WH 8501	94
Q4BV70	Q4BV70_CROWT	CwatDRAFT_0429	Crocosphaera watsonii WH 8501	238
Q4C9I9	Q4C9I9_CROWT	CwatDRAFT_6334	Crocosphaera watsonii WH 8501	306
Q4C237	Q4C237_CROWT	CwatDRAFT_2997	Crocosphaera watsonii WH 8501	400
Q4BVS1	Q4BVS1_CROWT	CwatDRAFT_0745	Crocosphaera watsonii WH 8501	170
Q4BYB5	Q4BYB5_CROWT	CwatDRAFT_1806	Crocosphaera watsonii WH 8501	124
Q4BYC3	Q4BYC3_CROWT	CwatDRAFT_1795	Crocosphaera watsonii WH 8501	88
Q4C0N4	Q4C0N4_CROWT	CwatDRAFT_2608	Crocosphaera watsonii WH 8501	119
Q4C947	Q4C947_CROWT	CwatDRAFT_5967	Crocosphaera watsonii WH 8501	333
Q4C098	Q4C098_CROWT	CwatDRAFT_2577	Crocosphaera watsonii WH 8501	146
Q4BWN4	Q4BWN4_CROWT	CwatDRAFT_1193	Crocosphaera watsonii WH 8501	739
Q4BW08	Q4BW08_CROWT	minC CwatDRAFT_0566	Crocosphaera watsonii WH 8501	272
Q4BU83	Q4BU83_CROWT	CwatDRAFT_0064	Crocosphaera watsonii WH 8501	148
Q4C766	Q4C766_CROWT	CwatDRAFT_5212	Crocosphaera watsonii WH 8501	258
Q4C0D3	Q4C0D3_CROWT	CwatDRAFT_2432	Crocosphaera watsonii WH 8501	354
Q4C1U2	Q4C1U2_CROWT	CwatDRAFT_2484	Crocosphaera watsonii WH 8501	149
Q4BWC7	Q4BWC7_CROWT	CwatDRAFT_1362	Crocosphaera watsonii WH 8501	325
Q4C6J1	Q4C6J1_CROWT	CwatDRAFT_5017	Crocosphaera watsonii WH 8501	265
Q4BYK1	Q4BYK1_CROWT	CwatDRAFT_1708	Crocosphaera watsonii WH 8501	151
Q4C0K2	Q4C0K2_CROWT	CwatDRAFT_2704	Crocosphaera watsonii WH 8501	176
Q4BWA4	Q4BWA4_CROWT	CwatDRAFT_0727	Crocosphaera watsonii WH 8501	516
Q4C6Z0	Q4C6Z0_CROWT	CwatDRAFT_4928	Crocosphaera watsonii WH 8501	382
Q4BZW0	Q4BZW0_CROWT	CwatDRAFT_2560	Crocosphaera watsonii WH 8501	541
Q4BZ96	Q4BZ96_CROWT	CwatDRAFT_2366	Crocosphaera watsonii WH 8501	303
Q4BZU4	Q4BZU4_CROWT	CwatDRAFT_2243	Crocosphaera watsonii WH 8501	190
Q4BUA5	Q4BUA5_CROWT	CwatDRAFT_0030	Crocosphaera watsonii WH 8501	131
Q4C4V4	Q4C4V4_CROWT	CwatDRAFT_4289	Crocosphaera watsonii WH 8501	54
Q4CAY7	Q4CAY7_CROWT	CwatDRAFT_6043	Crocosphaera watsonii WH 8501	218
Q4C688	Q4C688_CROWT	CwatDRAFT_4851	Crocosphaera watsonii WH 8501	118
Q4BVF7	Q4BVF7_CROWT	CwatDRAFT_0387	Crocosphaera watsonii WH 8501	282
Q4C609	Q4C609_CROWT	CwatDRAFT_4810	Crocosphaera watsonii WH 8501	106
Q4BZZ0	Q4BZZ0_CROWT	CwatDRAFT_2344	Crocosphaera watsonii WH 8501	316
Q4C838	Q4C838_CROWT	CwatDRAFT_5473	Crocosphaera watsonii WH 8501	78
Q4BZN5	Q4BZN5_CROWT	CwatDRAFT_2169	Crocosphaera watsonii WH 8501	395
Q4BZU6	Q4BZU6_CROWT	CwatDRAFT_2260	Crocosphaera watsonii WH 8501	326
Q4BYG2	Q4BYG2_CROWT	CwatDRAFT_1983	Crocosphaera watsonii WH 8501	201
Q4BVH1	Q4BVH1_CROWT	CwatDRAFT_0593	Crocosphaera watsonii WH 8501	168
Q4BYV7	Q4BYV7_CROWT	CwatDRAFT_1179	Crocosphaera watsonii WH 8501	149
Q4C8U0	Q4C8U0_CROWT	CwatDRAFT_5913	Crocosphaera watsonii WH 8501	67
Q4C408	Q4C408_CROWT	pheT CwatDRAFT_3932	Crocosphaera watsonii WH 8501	813
Q4C7N1	Q4C7N1_CROWT	CwatDRAFT_5566	Crocosphaera watsonii WH 8501	479
Q4C6C6	Q4C6C6_CROWT	CwatDRAFT_4664	Crocosphaera watsonii WH 8501	213
Q4C9C2	Q4C9C2_CROWT	CwatDRAFT_6379	Crocosphaera watsonii WH 8501	228
Q4C840	Q4C840_CROWT	CwatDRAFT_5784	Crocosphaera watsonii WH 8501	242
Q4C9E9	Q4C9E9_CROWT	CwatDRAFT_6361	Crocosphaera watsonii WH 8501	1024
Q4C690	Q4C690_CROWT	CwatDRAFT_4852	Crocosphaera watsonii WH 8501	152
Q4C0Y3	Q4C0Y3_CROWT	CwatDRAFT_2667	Crocosphaera watsonii WH 8501	153
Q4C4Y4	Q4C4Y4_CROWT	CwatDRAFT_4371	Crocosphaera watsonii WH 8501	108
Q4BUF8	Q4BUF8_CROWT	CwatDRAFT_0155	Crocosphaera watsonii WH 8501	197
Q4C9V0	Q4C9V0_CROWT	CwatDRAFT_6513	Crocosphaera watsonii WH 8501	193
Q4BZ61	Q4BZ61_CROWT	CwatDRAFT_1844	Crocosphaera watsonii WH 8501	281
Q4BVC5	Q4BVC5_CROWT	CwatDRAFT_0654	Crocosphaera watsonii WH 8501	157
Q4BZ93	Q4BZ93_CROWT	CwatDRAFT_2363	Crocosphaera watsonii WH 8501	333
Q4BUQ6	Q4BUQ6_CROWT	CwatDRAFT_0180	Crocosphaera watsonii WH 8501	106
Q4BUT3	Q4BUT3_CROWT	CwatDRAFT_0395	Crocosphaera watsonii WH 8501	155
Q4C508	Q4C508_CROWT	CwatDRAFT_4398	Crocosphaera watsonii WH 8501	508
Q4C5G8	Q4C5G8_CROWT	CwatDRAFT_4536	Crocosphaera watsonii WH 8501	240
Q4CAQ4	Q4CAQ4_CROWT	CwatDRAFT_6092	Crocosphaera watsonii WH 8501	103
Q4C7Y3	Q4C7Y3_CROWT	CwatDRAFT_5755	Crocosphaera watsonii WH 8501	91
Q4C2W9	Q4C2W9_CROWT	CwatDRAFT_3839	Crocosphaera watsonii WH 8501	138
Q4BXP8	Q4BXP8_CROWT	CwatDRAFT_1064	Crocosphaera watsonii WH 8501	111
Q4C9F1	Q4C9F1_CROWT	CwatDRAFT_6359	Crocosphaera watsonii WH 8501	1130
Q4C0I5	Q4C0I5_CROWT	CwatDRAFT_1965	Crocosphaera watsonii WH 8501	153
Q4BV40	Q4BV40_CROWT	CwatDRAFT_0166	Crocosphaera watsonii WH 8501	98
Q4C9C6	Q4C9C6_CROWT	psbI CwatDRAFT_6422	Crocosphaera watsonii WH 8501	38
Q4BZ37	Q4BZ37_CROWT	CwatDRAFT_1691	Crocosphaera watsonii WH 8501	256
Q4C3I2	Q4C3I2_CROWT	CwatDRAFT_3640	Crocosphaera watsonii WH 8501	201
Q4BX09	Q4BX09_CROWT	thiL CwatDRAFT_1112	Crocosphaera watsonii WH 8501	285
Q4C5L8	Q4C5L8_CROWT	CwatDRAFT_4624	Crocosphaera watsonii WH 8501	290
Q4BZL0	Q4BZL0_CROWT	CwatDRAFT_2223	Crocosphaera watsonii WH 8501	190
Q4C457	Q4C457_CROWT	CwatDRAFT_4140	Crocosphaera watsonii WH 8501	148
Q4BZA0	Q4BZA0_CROWT	CwatDRAFT_2350	Crocosphaera watsonii WH 8501	303
Q4BVH8	Q4BVH8_CROWT	CwatDRAFT_1128	Crocosphaera watsonii WH 8501	168
Q4BV51	Q4BV51_CROWT	CwatDRAFT_0151	Crocosphaera watsonii WH 8501	730
Q4BV90	Q4BV90_CROWT	CwatDRAFT_0601	Crocosphaera watsonii WH 8501	114
Q4BYY5	Q4BYY5_CROWT	CwatDRAFT_3055	Crocosphaera watsonii WH 8501	71
Q4BZ92	Q4BZ92_CROWT	CwatDRAFT_2354	Crocosphaera watsonii WH 8501	400
Q4C0Q0	Q4C0Q0_CROWT	CwatDRAFT_2623	Crocosphaera watsonii WH 8501	197
Q4C411	Q4C411_CROWT	CwatDRAFT_3743	Crocosphaera watsonii WH 8501	87
Q4BWD5	Q4BWD5_CROWT	CwatDRAFT_1206	Crocosphaera watsonii WH 8501	132
Q4C1Y3	Q4C1Y3_CROWT	CwatDRAFT_3319	Crocosphaera watsonii WH 8501	429
Q4BX64	Q4BX64_CROWT	CwatDRAFT_0667	Crocosphaera watsonii WH 8501	527
Q4C9K6	Q4C9K6_CROWT	CwatDRAFT_6326	Crocosphaera watsonii WH 8501	450
Q4C9M0	Q4C9M0_CROWT	CwatDRAFT_6474	Crocosphaera watsonii WH 8501	293
Q4BUB7	Q4BUB7_CROWT	CwatDRAFT_0080	Crocosphaera watsonii WH 8501	210
Q4BZX1	Q4BZX1_CROWT	CwatDRAFT_2001	Crocosphaera watsonii WH 8501	89
Q4C1X4	Q4C1X4_CROWT	CwatDRAFT_3315	Crocosphaera watsonii WH 8501	94
Q4BVW6	Q4BVW6_CROWT	CwatDRAFT_0697	Crocosphaera watsonii WH 8501	261
Q4C7G2	Q4C7G2_CROWT	CwatDRAFT_5657	Crocosphaera watsonii WH 8501	318
Q4CAU1	Q4CAU1_CROWT	CwatDRAFT_6691	Crocosphaera watsonii WH 8501	192
Q4C6J7	Q4C6J7_CROWT	CwatDRAFT_5085	Crocosphaera watsonii WH 8501	138
Q4C967	Q4C967_CROWT	CwatDRAFT_5979	Crocosphaera watsonii WH 8501	479
Q4C664	Q4C664_CROWT	CwatDRAFT_4703	Crocosphaera watsonii WH 8501	173
Q4C8X8	Q4C8X8_CROWT	CwatDRAFT_5302	Crocosphaera watsonii WH 8501	382
Q4C463	Q4C463_CROWT	CwatDRAFT_4144	Crocosphaera watsonii WH 8501	141
Q4C7E6	Q4C7E6_CROWT	CwatDRAFT_5606	Crocosphaera watsonii WH 8501	781
Q4C6H4	Q4C6H4_CROWT	CwatDRAFT_5030	Crocosphaera watsonii WH 8501	205
Q4BWC2	Q4BWC2_CROWT	CwatDRAFT_0773	Crocosphaera watsonii WH 8501	312
Q4BZQ7	Q4BZQ7_CROWT	CwatDRAFT_2475	Crocosphaera watsonii WH 8501	102
Q4BXI7	Q4BXI7_CROWT	CwatDRAFT_1888	Crocosphaera watsonii WH 8501	186
Q4BU81	Q4BU81_CROWT	CwatDRAFT_0072	Crocosphaera watsonii WH 8501	153
Q4BX33	Q4BX33_CROWT	CwatDRAFT_0604	Crocosphaera watsonii WH 8501	588
Q4BWD1	Q4BWD1_CROWT	CwatDRAFT_1202	Crocosphaera watsonii WH 8501	83
Q4BW61	Q4BW61_CROWT	CwatDRAFT_0496	Crocosphaera watsonii WH 8501	96
Q4BUI3	Q4BUI3_CROWT	CwatDRAFT_0049	Crocosphaera watsonii WH 8501	213
Q4BY82	Q4BY82_CROWT	CwatDRAFT_1772	Crocosphaera watsonii WH 8501	320
Q4C0X4	Q4C0X4_CROWT	CwatDRAFT_2653	Crocosphaera watsonii WH 8501	207
Q4C133	Q4C133_CROWT	CwatDRAFT_2414	Crocosphaera watsonii WH 8501	69
Q4BWL0	Q4BWL0_CROWT	CwatDRAFT_1123	Crocosphaera watsonii WH 8501	494
Q4BY88	Q4BY88_CROWT	CwatDRAFT_0932	Crocosphaera watsonii WH 8501	120
Q4BU74	Q4BU74_CROWT	CwatDRAFT_0078	Crocosphaera watsonii WH 8501	105
Q4CAG3	Q4CAG3_CROWT	CwatDRAFT_6146	Crocosphaera watsonii WH 8501	163
Q4BW93	Q4BW93_CROWT	CwatDRAFT_0918	Crocosphaera watsonii WH 8501	207
Q4BXA7	Q4BXA7_CROWT	CwatDRAFT_1545	Crocosphaera watsonii WH 8501	447
Q4BZ69	Q4BZ69_CROWT	CwatDRAFT_1862	Crocosphaera watsonii WH 8501	87
Q4BX43	Q4BX43_CROWT	CwatDRAFT_0869	Crocosphaera watsonii WH 8501	252
Q4C9F3	Q4C9F3_CROWT	CwatDRAFT_6433	Crocosphaera watsonii WH 8501	209
Q4C4F0	Q4C4F0_CROWT	CwatDRAFT_4091	Crocosphaera watsonii WH 8501	231
Q4BZV4	Q4BZV4_CROWT	CwatDRAFT_2561	Crocosphaera watsonii WH 8501	113
Q4CAH5	Q4CAH5_CROWT	CwatDRAFT_6142	Crocosphaera watsonii WH 8501	226
Q4C5V3	Q4C5V3_CROWT	CwatDRAFT_4778	Crocosphaera watsonii WH 8501	158
Q4C0U6	Q4C0U6_CROWT	CwatDRAFT_2672	Crocosphaera watsonii WH 8501	209
Q4BXV5	Q4BXV5_CROWT	CwatDRAFT_2037	Crocosphaera watsonii WH 8501	143
Q4BYH1	Q4BYH1_CROWT	CwatDRAFT_1976	Crocosphaera watsonii WH 8501	879
Q4BXC6	Q4BXC6_CROWT	CwatDRAFT_1030	Crocosphaera watsonii WH 8501	512
Q4C7C5	Q4C7C5_CROWT	CwatDRAFT_5612	Crocosphaera watsonii WH 8501	116
Q4C9W6	Q4C9W6_CROWT	CwatDRAFT_6262	Crocosphaera watsonii WH 8501	383
Q4CAP3	Q4CAP3_CROWT	CwatDRAFT_6101	Crocosphaera watsonii WH 8501	131
Q4C872	Q4C872_CROWT	CwatDRAFT_5803	Crocosphaera watsonii WH 8501	99
Q4BWE7	Q4BWE7_CROWT	CwatDRAFT_1295	Crocosphaera watsonii WH 8501	468
Q4BVF8	Q4BVF8_CROWT	CwatDRAFT_0382	Crocosphaera watsonii WH 8501	122
Q4BVT7	Q4BVT7_CROWT	CwatDRAFT_0812	Crocosphaera watsonii WH 8501	96
Q4BWL4	Q4BWL4_CROWT	CwatDRAFT_1117	Crocosphaera watsonii WH 8501	186
Q4C1J9	Q4C1J9_CROWT	CwatDRAFT_3191	Crocosphaera watsonii WH 8501	248
Q4BXC2	Q4BXC2_CROWT	CwatDRAFT_1026	Crocosphaera watsonii WH 8501	568
Q4C433	Q4C433_CROWT	CwatDRAFT_3728	Crocosphaera watsonii WH 8501	352
Q4C4J6	Q4C4J6_CROWT	CwatDRAFT_4121	Crocosphaera watsonii WH 8501	127
Q4BZC6	Q4BZC6_CROWT	rimM CwatDRAFT_2515	Crocosphaera watsonii WH 8501	190
Q4BV38	Q4BV38_CROWT	psbJ CwatDRAFT_0164	Crocosphaera watsonii WH 8501	39
Q4BY22	Q4BY22_CROWT	CwatDRAFT_1617	Crocosphaera watsonii WH 8501	140
